ID,function_0_identifier,function_0_a,function_0_b,function_1_identifier,function_1_a,function_1_b,function_2_identifier,function_2_a,function_2_b,function_3_identifier,function_3_a,function_3_b,function_4_identifier,function_4_a,function_4_b
14,0,2.464306119815805,3.850536594601486,0,3.1293529304941394,1.939984149318755,0,4.182894895511503,2.638091705334767,0,6.247606265188526,9.138463053545077,0,-3.9602748023663255,4.805673802289277
15,0,4.080555520917527,5.791835063640008,0,2.75353836900164,4.639355034231011,0,3.2878874129984372,8.520712831012682,0,2.2178116731500555,2.175701311458199,0,0.9560964599488935,-2.4262245134711016
16,0,4.102974723892931,3.3398688986729343,0,4.803598683446899,4.828400745783776,0,3.696119033467668,6.185472838364678,0,5.82848995270829,8.29630191849288,0,-0.03874733970305888,-7.156795056170774
17,0,5.21360723586485,2.2147141967034245,0,-0.7067667177195336,7.03731616414913,0,2.04237556139046,-4.610048765806681,0,4.757509448786177,-0.6959337802291139,0,-0.5152707943675718,-3.01729086495257
18,0,4.468823865637292,4.7672361354468995,0,1.6408164058561212,2.8149262976199143,0,4.734660501704667,7.6444460527525955,0,-0.6419130009469196,3.383995460765418,0,7.57460588304227,7.730776946496988
19,0,5.529179622423756,4.73538470658187,0,6.811449088201733,2.60658282808531,0,4.614352712241726,2.250473565118944,0,0.5764084899514734,6.8737324513538685,0,-0.26930490653385775,1.2754797609104567
20,0,4.532116094708632,2.584846451785336,0,3.371579039126791,3.2583782161055526,0,3.497820612887428,7.695822231037035,0,1.2618802367493553,1.8750371089078355,0,0.8525966083240295,1.5379288205954866
21,0,1.5375618673298206,6.689985164286925,0,0.6551598654222657,1.4885325173412598,0,4.550794888770381,0.5202572754848624,0,3.357927170312479,0.9052116528875827,0,1.480145479222227,-2.5137562656478156
22,0,2.2342530071999462,3.106342542317777,0,5.484831769188803,2.7819559922817367,0,4.348847573734186,0.17457237825738203,0,-2.7041331191548483,9.19842872554833,0,4.108823785240397,0.7892103522111977
23,0,1.1895367589993624,5.0867595119060365,0,6.228394625604695,3.8563785913414117,0,4.7083479973903035,5.130932911098737,0,9.31124652148748,0.2551240933700356,0,-1.7297494092441212,6.5923178348861855
24,0,1.616220688361822,3.0081635001347298,0,5.826814770294758,0.33378742677658524,0,1.8714714387725393,9.294033826932921,0,1.9765999725670487,2.482358551926218,0,1.7369895390174228,5.591374142056472
25,0,1.8862410708404571,3.366588714776526,0,3.9120999047693923,4.1000644240679245,0,1.1408640142593591,0.08628274272045022,0,0.9867561884346245,7.74335314260756,0,8.441932943063769,-1.269476723327529
26,0,3.6527318629755534,4.0959692932689595,0,5.331097543846355,5.234478392533272,0,1.7303448980161358,-5.689718683664746,0,-0.8158855760932422,-0.16118197828951297,0,1.6026985115228536,6.780781027987054
27,0,5.966473293996776,2.5096685556874667,0,5.036343223908073,2.3961675987810604,0,4.330482313912518,-2.8146331409371186,0,2.2387002886733263,-5.093375409156658,0,-0.9905568334577244,7.165677565777842
28,0,5.374235137919225,3.7630156677945266,0,7.147336065586555,6.490036488060128,0,2.09020961710279,1.5252098925817086,0,8.969754214963451,1.4438051355678088,0,1.65088503771327,1.5887118006601144
29,0,2.3823976510580955,1.6152889289912196,0,3.5984839109393287,6.398047958637241,0,7.303344273165514,3.6729358059289448,0,1.9772850725484583,3.116259727358919,0,-5.4881603642244166,11.240079145409581
30,0,3.6252598016140483,0.48095056941131764,0,2.056854183746341,6.081792713255779,0,2.6607314318464503,2.8816396945961085,0,1.0967052952731078,2.5408162265650502,0,1.881945550144765,2.213805332278818
31,0,2.1852083315763293,-0.12640664674698066,0,1.3965631787705082,0.6336014893409003,0,5.028365164631069,-6.809930565212646,0,1.6787026118297095,1.7603852191508875,0,4.545863682387489,3.4756243180839252
32,0,1.6640067630413808,-0.8695125278176574,0,8.431258858088974,2.0456326303549406,0,2.106826893088229,2.8396777837773772,0,3.196332370384007,1.650114833972628,0,4.420685543705984,1.884981686158618
33,0,3.834150599231199,2.1875645593461672,0,4.286672634547844,2.519042846368574,0,1.7635177586238804,5.342736103122095,0,5.524701652456185,6.842701160455453,0,-1.896193997785895,5.315070320287371
34,0,6.816841972134992,1.661084233009963,0,2.447701841012556,2.3782082086234126,0,2.769206487028679,5.741052068196343,0,4.873469790903066,0.27278840864156995,0,-2.54286556932092,-6.220992085554233
35,0,2.700160287165712,3.2895982212076085,0,7.6246551679622785,3.7943429746382824,0,2.168980286078277,1.756416313786926,0,-6.587843032050708,1.127010999822914,0,4.468565387269695,-0.7106920751438563
36,0,3.1729072008321486,1.582657339683088,0,6.319669969997418,2.6301808277674383,0,5.493452401428675,3.887281691273373,0,9.019414157652099,1.528703474372357,0,2.6449154691018095,6.371014040305355
37,0,3.945702890121014,4.9067936997608035,0,6.633795666811099,4.02768042412617,0,10.964170444380162,5.766441019690806,0,-1.8088442222362064,5.99534127058696,0,3.958178184688871,3.503865486305104
38,0,-0.8738191395623254,3.5062931754594553,0,4.1321311348158885,5.175996374703448,0,6.3519266485979164,-1.8154494087054904,0,-0.546210495865191,6.314610707607698,0,-8.14403031928984,-6.075485146289253
39,0,1.775637208477367,3.074440499227959,0,5.186735722198129,3.8328978339953435,0,2.7561101442166644,-1.167532559705053,0,5.631222076599629,3.522561946495876,0,-1.6165911701291846,1.6131528874263652
40,0,2.478943920680838,3.1148849274827786,0,3.526218950331027,2.2569570964665844,0,2.5869328742177897,1.56679264174761,0,6.089734559707257,-1.775194552800245,0,0.488601307468403,2.5067713552574094
41,0,0.06279007157965477,4.36351180473974,0,6.982760781961407,5.568251256867824,0,3.712357425658381,3.1966376318795398,0,4.547470991900557,3.072904386148751,0,1.5532872984231014,13.788877876451663
42,0,0.16300184913176752,3.0639276827999384,0,3.923471974111798,5.040981665059809,0,3.436210909197212,0.6583985598655935,0,2.8451472555660393,7.94401919868163,0,-2.0220393001409525,4.045679304409458
43,0,3.051628882797149,1.4078168765870478,0,6.499798788968306,5.326998412927116,0,3.45863958329403,3.930934219115393,0,-5.533414942321663,-7.976037802475716,0,-4.796706613005307,2.785569684814783
44,0,4.6265641868192136,4.220810585160626,0,-0.7561197448007722,2.8170246829601577,0,7.30933437414831,5.681361328892367,0,-0.941237425807917,2.083174045697405,0,8.530845365964101,3.603748657716487
45,0,6.090458354599727,4.702403038212238,0,5.9540355701793395,4.92043663569965,0,4.358963897724231,-3.07543502300417,0,5.685087887258321,1.7620751156890209,0,3.138873667375001,6.047286409448403
46,0,4.070848185199954,6.2822124311483245,0,2.32043868573136,5.915311900686009,0,0.3453124830306815,-0.2862338347708322,0,1.6302205748625418,6.386381048180216,0,-2.994729026168079,6.891407206180844
47,0,5.578615075518892,0.6257751070596611,0,4.012550184059111,8.03034949474634,0,4.559512717666573,-0.9017788547739221,0,5.820447953649786,0.19883374058606162,0,-0.6503605313734533,1.8096157412354734
48,0,3.653984286684281,5.487270918179919,0,2.9366442891115314,6.596909387488143,0,4.899116182288734,7.364219134400665,0,2.326091176698966,0.6899012912043336,0,-7.252929811999291,-0.5422778853556482
49,0,1.7119569468298876,3.4664336799298354,0,5.3197054069586525,4.78241076741728,0,2.624563177736891,-0.4829810104490071,0,6.761821442573636,-0.583786874377386,0,5.4296006062455096,3.2437355982272584
50,0,3.4103849070279306,2.8244793681624847,0,3.8049384804080493,3.0582070494728164,0,2.816801483355414,1.9706064078836305,0,5.511200301629399,0.8563917869885149,0,3.5977446993950886,2.192875898995571
51,0,4.479220319545394,5.234695916472794,0,5.450248752560517,2.5426742065506964,0,0.7789033609864378,0.8452236997479392,0,3.0282986035145854,3.3387434902552577,0,-4.559742858031634,-0.1993505040901944
52,0,1.0300165785053883,2.8438553168774785,0,5.364622006522319,3.5698209202203164,0,6.979825969384271,0.6650122776324086,0,3.1412591625991757,-3.2649359066715853,0,1.9723309145451848,-5.487060060862516
53,0,4.915476587457207,2.139184677454325,0,6.004069163189278,4.779939937265907,0,5.2725385098972755,9.016261308503244,0,-2.5087633724987803,3.1595963622583145,0,-0.8017014256402106,2.1808189238042277
54,0,4.133947306703358,3.0323811841721824,0,2.2680046825979563,2.6011915489881465,0,4.528103447450269,2.612415501797919,0,0.801325843253895,4.089282277730909,0,9.341382969512688,1.7953510707177869
55,0,4.401642088789429,3.8188207781000223,0,1.7400555205871227,4.436725154517737,0,3.046062359268371,-0.490885626603895,0,2.4933504057198803,-1.4108719911877516,0,-0.14311612345969094,2.6303784917671047
56,0,5.668682066848916,8.886072600117648,0,0.11979588616138725,5.561337267819372,0,4.640961534956193,-1.164505410861553,0,7.896788717034303,-2.604409093590311,0,-2.3215677977780294,-1.1312383788721467
57,0,1.5817342677232675,4.077641497581473,0,3.327516143040769,3.7206884459651355,0,3.4592709998925697,1.967088176857447,0,6.701052135080358,-0.24549888152769705,0,1.5578914987590045,-2.2254823837922
58,0,2.0442128894860154,-0.34740622002109056,0,4.914998383598428,5.259308682796428,0,3.224351569384755,0.17289521197750513,0,3.417848854061836,-8.663961693806526,0,1.5394620023338552,-4.918267256079534
59,0,3.9585316888304756,6.443052444484759,0,4.306253736739806,3.140604535633294,0,4.522430845965545,0.8160748781760094,0,1.1040671059145761,-5.516180748085171,0,-0.527524634684299,2.720153345484258
60,0,6.746826844720577,5.164949670406919,0,5.284075496585772,0.9447775865640016,0,3.578137090126257,1.1884523378360967,0,10.200607865440796,4.601786928309911,0,-0.23734152180386658,1.7255863821934203
61,0,3.7542141184187394,3.3409662061557266,0,1.0856532602324518,1.0801554349223275,0,3.730741041111796,15.06952715004121,0,8.235967714420099,2.8777372150596303,0,1.873945265543553,3.9516641610745653
62,0,4.487662911902869,4.284755413793336,0,7.4223623099279115,1.0576455820569368,0,-0.8480375247821925,3.021958640015873,0,1.3832828015301875,7.49856437443449,0,-1.4840221930477644,8.17255350130702
63,0,2.1576789418086295,5.709355986723378,0,3.244257908422167,2.831487482186266,0,1.3251876721740796,-0.142583143029972,0,0.4512249835651685,1.1491818843978392,0,-0.8430549088490946,-0.4783596452729557
64,0,4.406202610225059,2.0753492978646784,0,2.3144823900348115,3.726757452712286,0,2.2451147274688825,4.425335196757085,0,0.19235474763650107,5.778724349232103,0,-2.494662148811769,3.5735886675966517
65,0,2.673096274876187,5.308938160424004,0,3.4084259967951445,2.973678346268719,0,4.409226382729663,-1.1922860531475004,0,3.1634314375923704,2.972347081253698,0,7.647781391216066,3.8629933395723706
66,0,5.860656628798853,2.8764967687952185,0,0.669652912320311,1.9809223226830208,0,3.2714996785662196,1.6752955074262053,0,1.8868149099353955,-1.6865803659990894,0,-2.0738917173758296,2.5885144429821847
67,0,2.165807300011508,2.8452518344669793,0,6.040844884439503,4.357543276181662,0,1.4400676357329694,6.642617637512448,0,-2.9566330793235043,1.5994074138165284,0,1.7818022433393588,5.385739204929356
68,0,5.303594471214957,6.4423224810273325,0,4.549493275970541,6.080042029926183,0,2.8988102212564804,8.356014952031643,0,1.95699339736719,3.6282773535438606,0,4.648013268355287,-3.7089179555284915
69,0,4.3611879263964415,1.2586545455303129,0,1.0068467942871875,1.681440959748997,0,5.144373296431642,2.328735733430322,0,4.277145279571384,-2.6161933381294844,0,-0.6683842326730134,-2.100672886681501
70,0,1.3096991368718385,5.201767797066388,0,6.942353518343845,3.4616444937004074,0,1.4477004915774114,5.204044730058284,0,-0.09915745359911865,2.31016653524211,0,-1.4307233473154195,3.078629968414883
71,0,7.01575034734547,2.6692827500710914,0,4.149881646194796,6.719305801650659,0,-1.795112763280942,0.501854826108528,0,5.010884002100237,-2.5731700733967937,0,3.7810297418994043,2.1274984068203815
72,0,7.532518834297528,0.5732478222300492,0,0.9630871914750876,5.958359451494893,0,3.389535603200012,6.258846493926956,0,1.8739440895892838,-1.8916283278862744,0,8.388012208958258,-3.113631239593956
73,0,6.2663323977379,0.012545575324623748,0,3.2659040180940258,1.3709121054133675,0,4.630072743018417,-0.08032039503815414,0,-1.8700626357051728,-1.649013878138807,0,6.056060048736366,-1.3365810995103948
74,0,4.152924668442433,2.7875933363767045,0,5.303253902069558,3.9772121598514967,0,1.1883118041235026,0.62814754346066,0,3.6812653215048337,4.754890317222857,0,0.8872693516953845,0.1356318799110936
75,0,5.208214512496325,1.579966490578121,0,2.693076538688959,4.911666276561959,0,3.2763536919680734,7.499453448803775,0,-0.9244409012449708,10.59820441897169,0,1.991642760008623,-1.9402452208582255
76,0,3.355286232193092,3.5090044483650056,0,3.113384607452721,6.389283355848507,0,4.236078050772436,0.19651536188162,0,3.2692533880030137,1.5071020736157879,0,10.580217536514294,-0.5716805754966776
77,0,1.9626135753963743,6.637894142571076,0,3.737329034104365,5.412899012469778,0,6.968813676417326,10.537064223112198,0,-0.23732066361760884,-2.4000319155281655,0,5.5421999464810945,-0.6935577452082122
78,0,3.6369648846100002,4.886989362529521,0,6.832241768425618,10.428405374277869,0,-0.4064675073220405,0.36547917957603593,0,1.9520621267451106,7.817461943741227,0,2.555869284839803,-8.104632757041081
79,0,4.8857908204769585,2.4926362755032048,0,2.90644961012294,4.640324080889178,0,3.6993339055336487,2.722654106006592,0,2.7361539310642886,7.252551117042455,0,4.758945911700287,1.6707354514615087
80,0,1.6748865007380207,6.605103784776549,0,3.3032326277555004,0.4163102159275045,0,4.980846237641217,-1.606326718980445,0,0.852121821704936,3.5371625112816236,0,8.315905301549588,-2.3831543750343958
81,0,3.942911125758668,4.627875603886567,0,0.22584487381982177,4.948122492275641,0,1.595460335267148,3.2241987398088847,0,0.8311623444487486,-0.054107329742229204,0,-0.059079015775187926,-1.3497199498138968
82,0,3.295854444056867,2.5766651780837835,0,5.145034033321377,2.498958535306243,0,5.0762750868943645,8.46782740454429,0,4.444596897286031,1.5689544895423098,0,0.021115324639202626,0.02984189886637667
83,0,5.568308951331629,3.676598321876434,0,0.7518551184383822,3.7754713551981807,0,1.7928517981861583,11.725032087924145,0,1.589809241654832,-0.2175799984508906,0,-1.3749377671561662,-2.649967847105911
84,0,1.4479654352609765,1.861621833979901,0,4.931784898649141,4.5584068366590955,0,4.704450770637695,-3.2742206564738634,0,-0.18778567977954008,-2.312976757701807,0,1.9340748577183062,-0.1889336747711492
85,0,4.636762806837527,4.871108502119124,0,3.876531939622315,6.994146740103927,0,5.100457680132876,0.7049373251020201,0,4.206746230193192,2.1464504455307405,0,2.8945526761279754,-1.4236928010894108
86,0,6.58044629507486,2.990315048479281,0,6.144109202190524,4.644928308117743,0,0.9507402884614686,-5.4681014131761305,0,1.5599005254763099,0.25441714120492076,0,-0.9469467631615345,-3.43594075666173
87,0,1.0130401777422584,5.855146067849641,0,5.136437171456034,5.653309422667373,0,4.612950836755425,8.003611795363376,0,5.646827298246908,-1.0679402328054435,0,0.8438246012386676,5.3747857428047325
88,0,3.3863141585424876,3.6259185513952055,0,5.862688725357923,2.5155128096500237,0,1.6108238696032675,1.9312251294388918,0,-0.8929886921196499,2.373966437405829,0,-0.6880023296107045,6.514803197037998
89,0,4.688695462667597,2.944769345070011,0,0.626726586917818,1.987215828848552,0,2.983612807083427,10.057291644583719,0,-2.226988200942393,7.039522010615,0,2.4366492249619416,-4.126424456511582
90,0,6.675659751812331,2.7390636334687306,0,3.7167678522453578,3.7340548845857917,0,7.157635678847922,2.4399988035421134,0,-2.1047405725720063,7.549518942928549,0,1.9107577202794652,5.181282724361862
91,0,3.575840919467361,5.211426422454075,0,3.5809396504772177,1.875342080480622,0,4.294132200784779,0.3520022361388475,0,2.990741369483476,4.243728763864312,0,6.405628327589547,5.688908806717208
92,0,1.1072504011603401,5.242784093792277,0,2.2878657149804953,5.049641228367797,0,3.9048232536926366,5.1987139466148715,0,0.2066666756154012,8.37891612528853,0,0.5430199914413105,-2.367701135447148
93,0,4.571642511416057,0.9925455540335064,0,1.2822094200221152,5.289833288278658,0,2.7726280672622385,-3.5484107761842454,0,9.047640251363205,-4.9414288431465785,0,-1.8002714003433815,2.458307435424225
94,0,3.8590230869870537,8.777474607175154,0,4.2015998342028,5.876765707393639,0,3.76683293222569,2.6607698439184007,0,8.563400093300721,0.442861587987172,0,8.571451113809495,2.643308926383932
95,0,7.810954808234619,5.047096083579442,0,5.7336640870442945,4.262103029498823,0,5.9424338456864785,-1.8341458307783625,0,-3.1971477507479262,-0.08247075437257445,0,5.367913862855334,-0.2595500597012581
96,0,4.132615796649403,1.8329024513854772,0,5.51239677939281,2.4246683458214466,0,3.7150670100061207,4.176144870198069,0,2.200960777405588,-0.5373438764566179,0,1.8135140762403335,0.5708656970470427
97,0,5.660621066237594,2.476653412600392,0,1.5510186314412713,4.569982843844342,0,4.846595148718374,-0.5453630537221859,0,3.3906813816949026,-1.2116042704521943,0,2.254744215860631,2.678681280980901
98,0,2.832768376157074,3.290780465831912,0,5.679278333788952,7.249415789038867,0,3.3181688509111193,-0.36166283519975106,0,2.2897600132132827,-3.70239201036524,0,4.986864869049942,2.836727511757332
99,0,5.731917103380623,4.208480234297078,0,2.510337568684772,1.8347474268897823,0,4.965570358929189,1.5737829323930526,0,6.049958102120191,0.844300600479311,0,7.372355102995718,-4.567943924740971
100,0,1.7495394595238354,2.5326147801688825,0,3.0188542727322045,1.953126185545702,0,3.1537712777597084,2.9425189510586205,0,2.46375424855291,7.480729593629815,0,-0.6395853782480438,3.6860495748986923
101,0,3.739880024905264,6.724666318051849,0,6.055085767704183,2.315009721888333,0,0.802717687069344,7.723169998343642,0,5.545509292534199,2.4832182672397836,0,8.887851556586739,0.44233231568250364
102,0,4.046186860197425,4.0917114801231484,0,1.191850414187635,6.161976895729526,0,2.667281317234949,3.537262710261584,0,-0.12980917169460593,8.94684115392133,0,8.575508427246474,2.591206458783027
103,0,3.0732382209254197,1.9237576757539547,0,6.986744582176888,1.4010311241970372,0,5.062567176545415,4.4567051907747235,0,1.0396967173810228,5.044177575151955,0,2.5070025583794138,-4.499215011304242
104,0,5.261784762676577,3.58097230137301,0,3.648035255555872,4.189966464137119,0,3.3751407802886577,-1.7145230010027492,0,6.393929836358964,-2.5244331662256236,0,2.002916478292431,-0.6239805365300777
105,0,2.592679342968128,5.569545287773687,0,3.726180541375504,3.8218130539226594,0,4.052390314808079,-0.24153904092103406,0,5.431772642208944,7.268635830124029,0,5.1778257714943425,2.8603073299360204
106,0,2.5905294616938126,5.816295715669789,0,7.90168618743281,4.320783290629006,0,4.57168226860098,-4.120053576321398,0,-1.0160076498503416,-0.7023943769125256,0,0.0991805095311884,9.561539714144812
107,0,-0.07627849718128843,3.205619716722105,0,2.032183876865406,4.716522600931175,0,8.33100009030672,1.767766169201276,0,2.8458030548743163,2.8890385044332625,0,3.114526296551462,4.502802901339233
108,0,5.533653287280754,3.6117073543266747,0,5.72862908098703,1.2857971327993951,0,1.7819843640650106,5.715883081394788,0,2.9152642622110894,-4.571273359974152,0,0.2119322731620359,11.55339590784591
109,0,5.78480393085481,8.204728419283231,0,2.123480046667799,7.870550619339532,0,3.148393800695339,4.088393695052769,0,-1.3791013409885382,-1.9417450628331667,0,5.61661740200712,-3.460934186530274
110,0,3.7893124258901585,5.646759518518131,0,2.2481080047919306,5.309868178689198,0,2.269874982718865,2.6507045333761314,0,2.0273346473098823,4.870959990575614,0,-1.617990627876492,0.7919834904319063
111,0,5.680103976907845,7.004572963924991,0,6.580309553325274,2.0809351218308043,0,11.003733137310522,7.848155553927544,0,3.428785692438405,-2.298324505709113,0,-1.2548474571276,1.7023550925051925
112,0,4.303948161599072,4.93884497801951,0,0.6640306724123075,1.8102488303517528,0,3.320684775447005,1.266025385525657,0,2.741617174872986,1.5690251493295828,0,6.981783162776491,-4.506537105499186
113,0,2.505243537491565,2.3880947953872864,0,4.73680854039802,0.9317861756750947,0,3.934196987636155,-2.913253467274969,0,-0.8619681605820793,-0.8770841648249901,0,0.20060910247483266,2.2546681162357163
114,0,2.34074738573207,2.318652697115028,0,4.160310177411604,3.335424291485025,0,-0.5557512303928496,2.088375997386544,0,-3.2895021277412173,4.919826586434964,0,-1.2798278128531124,5.773268717338158
115,0,3.6042560682044273,2.374360900871787,0,-0.8639337626987835,5.472841464035248,0,5.47236079356898,-0.9686118800968027,0,-2.139394320531336,0.4792412810170792,0,0.5586783037807252,-4.1956134039068775
116,0,3.2797055296984596,4.336932655060593,0,2.691812996228964,0.614578577641999,0,7.250562993993002,-6.933587453851107,0,-1.069144724856447,4.9081866904383125,0,3.566748568574714,-2.796795852527138
117,0,6.492528506278835,6.414021466949832,0,6.474711921440075,2.9682230855475744,0,3.314588422563185,3.579866868974423,0,1.2635844477948086,-0.20853781140342287,0,5.561788377972581,1.9949460042415632
118,0,5.288912033839743,2.4677415704339696,0,4.441986923496066,1.389048667008768,0,5.118825702531733,-1.3672620145711232,0,5.7821124584404515,0.9245875735567717,0,-1.3666825338577837,-2.4573976765637617
119,0,1.0989658675404512,3.5163045091430694,0,5.74527729520873,3.4528362254315397,0,6.384844680157377,-2.7967792918596235,0,-2.0718930908446156,0.38447059598945965,0,5.6783514794827745,3.0594891941937163
120,0,7.952944147539712,0.1873441814879948,0,1.6268953723665045,7.149279478470623,0,2.4043514220021063,-2.5779225883570227,0,5.1837320538773906,-2.8031755903643827,0,9.918797458864654,4.432445240814936
121,0,5.472218913624143,5.6870042715718,0,2.724872248806855,5.820833823488406,0,2.0069664670368543,-0.2926694844721589,0,1.1519517918711828,2.0227414597950664,0,8.666739591748598,5.827949868024402
122,0,3.100512329341489,6.529391449841207,0,4.606322749300695,2.063386030178402,0,2.8345751733234237,0.91006811478344,0,-1.0969320314433224,-7.379994648703663,0,-3.7940607868605936,2.702398596917541
123,0,0.18105437502141086,4.115701297449029,0,5.697988748695696,3.736754114041001,0,5.029177936807704,4.386712985112963,0,6.383098112192392,3.3252321988884312,0,7.057043555541455,-4.5834870390673235
124,0,7.931723391869297,6.64447799941114,0,7.17387108386532,4.944066558598606,0,3.897533688684255,4.011741163538365,0,-1.5924623688991129,6.2078838411096235,0,3.7628075240679544,3.9388329045792836
125,0,2.412206131066223,3.73469285138874,0,5.226256624817955,5.52559641689338,0,8.796400552812925,6.449995517230256,0,-2.472070161130503,-2.793097377476381,0,-0.49094431697021745,0.6807159984407383
126,0,3.0967352466746734,6.263532485489621,0,6.614666776995724,5.658282378502046,0,3.3762880177976267,-0.22693030706734874,0,7.431496768540346,5.920900889971584,0,1.970624935790424,-3.3386158836460673
127,0,5.6039380478253715,6.619045084238142,0,4.123698269826364,3.142008507237256,0,0.39555275756893105,4.724504777599913,0,-1.7421708109087066,7.927842422136818,0,3.7205565034130066,2.1630046633699425
128,0,4.062149009767773,3.601590461643083,0,4.3504884203401275,3.7900206104544374,0,5.50902199567809,0.9402962189985029,0,8.09641262451391,5.991620401546915,0,4.921066711601463,2.6261591706561527
129,0,6.62344390431685,3.486451716332421,0,1.8378608459706283,2.873553367796598,0,2.338261470713491,-0.8509561589134078,0,-0.4681316225209273,3.4294733131385753,0,0.9744145832747331,4.899614791486499
130,0,2.9318318220359423,4.866559205441731,0,3.431993185165847,1.4335638746310506,0,7.039500993497213,-2.747142249207739,0,0.950770527189305,3.0434818384141993,0,7.734936268606441,7.62611648184738
131,0,7.513465912023747,3.5600629798277845,0,4.772400937812494,5.3492450737724155,0,4.350137205567838,0.42008221251186884,0,1.8913323630969177,5.088076104351347,0,-1.5661993337945161,-3.353149714285621
132,0,2.9578667164462606,3.1617812449154536,0,4.789887945750649,6.599159174268934,0,3.4833969582235165,10.785491121660225,0,0.14662547964610506,6.306668928807543,0,0.6469104496599671,1.220760420791823
133,0,6.083058404222944,5.08060210400782,0,5.766398854340012,2.2801868006401165,0,4.688805490473372,-2.6437866845888998,0,1.0274024072212429,-3.3520487565128265,0,-0.09624502700643545,1.4172056983981673
134,0,2.4152644342706417,4.762031422056575,0,2.7128270620246173,1.4792869256461176,0,2.657893186572589,0.12642679969515336,0,4.596787648520261,7.201433480026985,0,4.184847698422018,3.7071170091000085
135,0,5.654950134741278,5.119613419588415,0,4.6313124693169945,3.915487101742433,0,2.4344259549991234,4.251524754870301,0,-1.1197663407782268,-1.6151037848096763,0,-1.4464521554867704,0.6077571546484428
136,0,4.906793337842772,4.9292210173331465,0,4.204193862324227,5.119102649532451,0,5.974153214544613,-5.8178958636485865,0,0.9063392157787742,-8.011289050704647,0,-1.8749480522539934,2.7342495350141736
137,0,6.218597520587812,7.227878406626962,0,3.6127944182286824,7.37270484795729,0,6.171401793289306,3.594438585612628,0,12.660805022868214,4.9792036529415356,0,4.08047102855947,2.433634839192423
138,0,3.9342132845855646,3.4365641630903223,0,2.693550864196216,4.630286494253026,0,4.376732860642364,3.3480011283484203,0,-4.708911745313033,8.459955543891887,0,4.406004241660162,-0.582022974587979
139,0,4.089564522061736,3.7366278687242644,0,4.354745013531428,3.4587920603602313,0,2.915126149656583,9.180199141132556,0,-3.2307727921027762,6.419066416513855,0,1.0439105408381786,5.201320205789999
